account_tenure_days,customer_age,kyc_verified,is_vip_tier,num_deposit_methods_used,num_withdrawal_methods_used,deposit_count_30d,withdrawal_count_30d,total_deposit_amount_30d,total_withdrawal_amount_30d,avg_bet_size,num_devices_used_30d,num_distinct_ip_countries_30d,pct_deposits_near_reporting_threshold,median_hours_deposit_to_withdrawal,cross_border_payment_flag,night_time_transaction_pct,is_suspicious_activity
302,32,1,0,2,2,14,4,339.97,244.28,23.51,4,1,0.067,38.9,0,0.065,1
448,36,0,0,2,5,9,5,77.81,57.4,13.79,2,2,0.307,29.4,0,0.319,0
377,47,1,1,3,2,7,2,1054.32,518.06,40.52,4,1,0.259,77.1,0,0.201,0
682,23,1,0,2,2,10,5,411.42,100.52,18.82,3,1,0.221,84.8,0,0.488,0
196,46,1,0,1,4,8,4,226.11,154.87,17.65,2,1,0.269,31.2,0,0.441,0
1006,42,1,0,2,4,7,5,193.13,171.14,12.13,2,1,0.096,97.1,0,0.544,0
152,35,1,0,1,3,5,3,128.47,70.35,22.73,3,1,0.111,17.7,0,0.423,0
201,35,1,0,1,1,13,8,78.3,17.96,63.62,5,2,0.29,53.2,0,0.346,1
811,39,1,0,5,1,11,3,161.99,69.67,15.72,2,3,0.022,83.0,0,0.149,0
231,58,1,0,4,3,6,3,201.81,66.06,19.45,2,2,0.035,49.6,0,0.209,0
383,42,1,0,3,1,6,7,92.88,32.13,47.13,2,2,0.172,54.5,0,0.307,0
356,27,1,0,5,2,6,7,565.25,234.84,26.22,1,2,0.238,42.3,0,0.251,0
119,33,1,0,3,3,7,1,199.59,53.97,11.84,2,1,0.168,17.5,0,0.621,0
46,24,1,0,1,2,8,1,61.71,30.79,28.76,3,1,0.137,31.9,1,0.196,0
486,18,0,0,4,2,5,10,34.87,10.82,9.23,5,1,0.447,61.3,0,0.376,0
322,24,0,0,2,3,4,3,408.37,183.63,3.47,3,1,0.016,53.6,0,0.181,0
557,39,1,0,3,2,4,4,290.06,64.64,48.17,3,1,0.016,39.5,0,0.05,0
34,53,1,0,1,4,10,6,103.29,8.56,7.05,5,1,0.152,53.7,0,0.11,0
294,50,1,1,1,2,8,6,97.89,40.06,16.93,1,1,0.091,60.1,0,0.34,0
91,24,1,0,2,3,10,4,343.85,121.0,8.79,2,1,0.055,102.8,0,0.08,0
260,28,1,0,2,2,10,5,655.63,156.67,60.34,3,1,0.03,53.1,0,0.229,0
136,27,1,0,1,2,9,5,238.43,18.59,33.08,3,1,0.124,25.4,0,0.294,0
85,18,1,0,4,1,10,2,165.37,82.95,44.59,3,2,0.132,32.6,0,0.357,0
18,36,1,0,3,2,6,4,468.89,385.64,16.06,3,1,0.131,24.3,0,0.25,0
112,48,1,0,1,1,7,6,250.28,109.4,41.3,3,1,0.255,13.0,0,0.594,0
798,35,1,0,1,3,8,6,113.41,47.39,11.13,1,1,0.267,52.4,0,0.368,0
80,23,1,0,3,3,7,4,491.34,224.43,29.6,4,1,0.084,59.5,1,0.288,0
349,28,1,0,3,1,9,5,665.05,176.73,4.97,1,2,0.189,64.1,0,0.229,0
1056,34,1,0,3,1,12,1,74.07,4.96,52.53,2,1,0.17,82.5,0,0.121,0
862,47,1,0,2,2,12,2,419.83,95.9,106.37,6,1,0.265,59.9,0,0.219,0
128,36,1,0,2,2,7,3,57.49,32.74,46.77,3,1,0.039,25.4,0,0.189,0
141,46,1,0,4,1,6,2,284.56,203.57,7.75,3,1,0.167,38.5,0,0.39,0
24,37,1,0,2,2,5,2,309.89,112.56,9.65,2,1,0.14,67.5,1,0.21,0
618,41,1,0,4,2,5,3,600.05,220.93,10.35,4,3,0.152,77.7,0,0.139,0
834,27,0,0,2,2,6,5,593.26,375.99,66.69,3,1,0.153,13.3,0,0.21,0
573,30,1,0,3,2,15,2,535.34,223.56,15.84,2,1,0.034,9.1,0,0.217,0
211,23,1,0,2,2,9,4,199.11,73.16,13.89,1,1,0.005,50.5,0,0.441,0
112,45,1,0,2,2,7,7,17.07,3.42,25.97,2,2,0.314,62.5,0,0.034,0
1147,35,1,0,1,2,6,1,730.05,185.35,10.93,2,1,0.258,56.2,0,0.242,0
135,18,1,0,2,1,9,4,1727.09,506.14,7.52,3,1,0.253,17.4,0,0.151,0
1,44,1,0,1,2,8,5,517.08,211.17,47.59,2,1,0.031,52.4,0,0.274,0
11,50,1,0,1,1,6,4,255.45,30.83,30.63,2,1,0.147,28.8,0,0.321,0
386,28,1,1,1,2,14,5,323.1,73.72,24.63,3,2,0.163,38.3,0,0.236,0
2529,44,1,0,2,2,8,3,158.66,36.91,20.86,2,1,0.184,31.9,0,0.176,0
640,35,1,0,2,2,4,2,110.77,51.47,46.33,3,1,0.019,23.6,0,0.405,0
472,18,1,0,3,3,6,5,99.07,28.11,13.78,2,1,0.098,30.0,1,0.185,0
658,61,1,0,1,1,8,2,450.72,46.53,18.18,1,1,0.134,26.7,0,0.306,0
224,36,0,0,2,3,10,7,62.65,31.26,15.58,2,1,0.424,40.7,1,0.213,0
204,40,1,0,3,2,9,5,48.29,39.84,16.87,4,1,0.127,97.3,0,0.251,0
356,31,1,0,3,2,13,2,62.35,39.4,30.02,2,1,0.146,58.0,0,0.467,0
744,34,1,0,2,3,6,2,282.9,53.44,36.17,1,3,0.024,34.6,0,0.297,0
125,40,1,0,4,3,9,4,12.52,0.68,147.43,2,1,0.178,36.4,0,0.192,0
66,25,1,0,2,2,10,3,490.1,109.42,110.27,1,1,0.011,16.7,0,0.279,0
1053,58,1,0,3,2,10,6,187.79,89.38,52.53,2,1,0.353,12.7,0,0.222,0
167,48,1,0,1,2,5,3,82.9,37.92,14.33,1,1,0.247,70.2,0,0.395,0
43,44,1,0,3,2,5,5,536.86,229.41,32.4,4,1,0.139,28.9,0,0.183,0
371,36,1,0,2,1,7,4,630.33,375.02,6.92,1,2,0.354,11.8,0,0.087,0
775,29,1,0,2,2,4,3,221.77,34.65,6.63,3,1,0.028,47.5,0,0.232,0
212,50,1,0,1,1,9,2,155.51,56.16,35.82,1,1,0.069,64.1,0,0.165,0
706,45,1,0,1,2,7,4,175.03,44.83,28.06,2,1,0.189,47.6,0,0.225,0
2,33,1,0,3,3,8,6,636.27,204.16,12.64,2,1,0.034,63.4,1,0.753,0
34,25,1,0,1,1,10,4,356.18,112.77,23.1,1,1,0.05,21.3,0,0.031,0
204,19,1,0,1,3,12,2,138.82,65.79,14.18,4,1,0.122,59.2,0,0.227,0
187,38,1,0,1,1,4,5,130.11,54.26,54.31,2,2,0.095,7.3,0,0.152,0
491,35,1,0,4,1,13,7,386.52,164.17,28.99,1,1,0.163,28.2,0,0.307,0
755,52,1,0,2,2,9,6,88.98,6.83,37.25,1,1,0.346,36.1,0,0.251,0
473,50,1,1,1,1,9,3,934.1,598.33,18.38,2,1,0.299,32.5,0,0.117,0
173,38,1,0,4,1,7,1,736.81,402.92,19.53,2,1,0.114,116.8,0,0.232,0
57,37,1,0,3,3,9,2,326.09,59.69,136.45,3,1,0.117,17.6,0,0.019,0
114,24,1,0,3,1,11,5,1637.37,342.93,12.4,1,1,0.144,99.8,0,0.239,0
831,51,1,0,3,1,6,4,269.43,130.44,9.94,2,2,0.252,40.1,0,0.258,0
121,37,1,0,4,1,8,2,39.06,9.1,6.13,1,2,0.008,23.0,0,0.43,0
1259,45,1,0,2,1,10,4,471.47,238.62,49.48,2,3,0.411,12.5,0,0.116,0
371,52,1,0,2,2,10,8,50.67,18.92,17.85,2,1,0.057,73.9,0,0.534,0
633,31,1,0,2,2,11,7,65.16,45.3,5.63,4,1,0.105,24.4,0,0.392,0
156,28,1,0,2,2,10,6,1896.43,763.09,5.0,4,2,0.07,75.4,0,0.1,1
72,68,1,0,2,1,9,6,241.16,39.14,60.08,2,1,0.194,60.3,0,0.243,0
9,45,1,1,3,3,9,7,41.85,17.92,12.25,1,1,0.13,11.4,0,0.263,0
438,35,1,1,3,1,11,4,441.05,150.69,18.48,2,1,0.123,47.8,0,0.093,0
28,53,1,0,3,1,9,2,87.03,38.27,25.65,2,1,0.023,19.2,0,0.146,0
53,34,1,0,4,1,6,2,175.35,43.81,9.85,1,1,0.137,90.2,0,0.316,0
789,42,1,0,2,2,8,3,829.11,384.44,43.19,2,1,0.082,16.9,0,0.372,0
91,31,1,0,1,3,8,5,109.39,72.48,29.45,2,2,0.087,31.5,0,0.116,0
130,38,1,0,3,1,8,3,159.83,67.21,25.6,2,2,0.115,21.6,0,0.581,0
161,35,1,0,2,1,13,1,85.13,64.49,49.95,3,1,0.208,21.8,0,0.165,0
184,29,1,0,1,2,6,5,161.72,102.62,9.66,2,1,0.143,31.8,0,0.184,0
84,41,1,0,2,2,5,8,940.38,569.16,17.17,1,1,0.327,35.5,0,0.052,0
276,30,1,0,5,2,15,3,602.53,261.18,29.69,1,1,0.241,42.4,0,0.6,0
738,45,1,0,3,1,8,3,1306.44,168.73,20.27,2,1,0.155,31.1,0,0.234,0
1632,34,0,0,5,1,7,5,189.06,52.51,12.58,2,1,0.096,102.4,0,0.237,0
371,18,1,0,3,1,10,4,526.32,259.07,22.38,5,1,0.208,47.2,0,0.183,0
558,45,1,0,3,3,8,9,356.82,36.69,18.6,1,1,0.442,28.0,0,0.121,0
97,46,1,0,3,2,7,1,517.65,97.0,4.16,3,1,0.113,33.7,0,0.338,0
41,65,1,1,4,2,7,1,119.04,62.45,23.58,4,2,0.21,121.1,0,0.075,0
267,38,1,0,3,3,10,1,1420.32,189.56,20.79,3,2,0.089,61.3,0,0.305,0
1205,40,1,0,1,2,9,5,1337.78,414.29,21.25,2,1,0.225,44.3,0,0.229,0
727,44,1,0,1,1,4,5,22.07,4.71,35.63,1,2,0.067,5.6,0,0.178,0
134,50,1,0,3,2,9,7,422.46,55.41,26.4,3,1,0.129,39.2,0,0.353,0
115,49,1,0,2,1,7,3,190.41,55.94,11.19,2,2,0.099,80.4,0,0.303,0
259,42,1,0,2,1,10,4,187.23,55.57,43.73,2,2,0.121,27.1,1,0.271,0
256,38,1,0,1,1,8,5,669.05,281.53,18.78,1,2,0.165,33.3,0,0.395,0
287,48,1,0,4,3,13,3,296.29,100.28,10.15,4,1,0.379,34.7,0,0.216,0
250,37,1,0,2,1,15,3,252.46,57.31,2.93,1,1,0.134,27.1,0,0.275,0
335,23,1,0,2,4,9,3,1247.75,995.95,98.55,2,1,0.074,56.0,0,0.189,0
911,20,1,0,1,2,9,1,60.42,36.87,29.05,2,1,0.385,20.6,0,0.151,0
173,34,1,0,3,2,4,7,227.07,55.3,7.43,3,1,0.296,34.3,0,0.478,0
119,39,1,0,4,2,5,6,218.17,164.39,4.57,3,1,0.362,48.9,0,0.297,0
662,68,1,1,3,3,9,4,1003.76,115.92,131.22,1,1,0.181,28.3,0,0.6,0
433,37,1,0,2,1,3,4,174.88,138.54,24.13,5,3,0.191,58.7,0,0.031,0
51,39,1,0,2,2,5,3,38.05,11.56,33.45,4,1,0.492,24.7,0,0.017,0
158,33,1,0,2,1,9,7,85.67,46.44,18.39,2,1,0.222,46.8,0,0.138,0
438,45,0,0,3,1,12,5,297.75,122.62,9.95,1,1,0.205,42.5,0,0.603,0
742,41,1,0,3,1,8,2,1231.43,328.45,14.1,4,2,0.082,21.2,0,0.384,0
1300,30,1,0,3,3,10,4,1525.85,863.5,70.38,4,2,0.043,25.4,0,0.029,0
314,26,1,0,2,2,8,3,206.39,73.58,129.18,2,2,0.067,6.6,0,0.39,0
131,33,1,1,2,1,11,3,754.86,556.96,10.97,1,1,0.208,83.5,0,0.09,0
133,28,1,0,1,3,6,4,1064.98,411.49,10.71,4,1,0.035,34.6,0,0.154,0
315,35,1,0,2,1,3,3,520.61,221.09,35.08,3,1,0.127,78.4,1,0.062,0
435,40,1,0,1,2,11,5,124.72,74.39,21.17,1,1,0.114,95.9,0,0.44,0
104,32,1,0,4,2,6,2,341.91,156.92,8.14,2,1,0.132,122.4,0,0.169,0
355,55,0,0,2,2,5,3,211.31,176.76,14.96,4,2,0.025,33.3,0,0.137,0
1041,52,1,1,1,1,9,1,130.31,82.82,30.92,2,1,0.01,31.6,0,0.456,0
108,35,1,0,3,3,8,4,98.2,17.89,8.26,4,1,0.244,42.6,0,0.153,0
316,26,1,0,2,5,7,2,138.07,80.91,22.47,1,1,0.297,53.5,0,0.331,0
220,38,1,0,1,1,9,5,92.19,26.55,8.12,1,3,0.063,75.6,0,0.186,0
509,36,1,0,2,6,7,0,95.95,17.71,47.77,3,1,0.116,46.4,0,0.27,0
262,37,1,0,2,1,6,5,492.39,382.04,38.73,2,1,0.037,52.9,0,0.308,0
364,33,1,0,1,3,8,2,186.76,25.25,6.7,4,1,0.009,54.3,0,0.05,0
87,25,1,1,3,2,3,4,42.07,13.65,13.24,5,1,0.339,22.0,0,0.34,0
235,38,1,0,3,2,13,4,176.73,59.84,43.68,4,1,0.092,36.5,0,0.169,0
57,34,0,0,3,1,16,1,46.49,5.47,27.97,3,1,0.111,63.3,0,0.149,0
139,35,1,0,3,2,7,6,741.95,290.58,38.91,2,2,0.261,29.4,0,0.26,0
86,39,1,0,2,1,12,9,5.74,2.75,13.4,4,1,0.173,23.0,0,0.362,0
1346,37,1,0,2,2,3,5,177.87,44.05,23.79,1,1,0.187,94.2,0,0.15,0
78,39,1,0,1,1,5,2,171.87,12.79,25.32,1,1,0.416,51.4,0,0.091,0
122,33,1,0,3,3,11,4,319.01,80.32,29.6,3,3,0.231,49.8,0,0.454,0
56,42,1,0,2,2,9,2,270.67,44.72,16.67,2,1,0.043,129.6,1,0.156,0
197,29,1,0,2,1,6,0,1729.49,351.41,29.13,4,1,0.2,75.5,1,0.273,0
89,25,1,0,2,2,8,1,494.12,123.69,5.75,3,4,0.068,30.7,0,0.483,0
1044,27,1,0,3,1,9,4,84.17,30.05,22.11,4,1,0.137,47.2,0,0.182,0
60,30,1,0,1,3,7,3,49.81,8.11,41.63,3,1,0.191,73.0,0,0.287,0
428,23,1,0,2,1,11,5,1471.1,457.29,9.02,2,1,0.097,35.0,1,0.233,0
466,18,1,0,3,4,11,4,43.98,9.23,67.66,3,2,0.1,69.4,0,0.243,0
463,44,1,0,3,3,8,2,913.99,470.15,59.39,2,2,0.353,44.6,0,0.134,0
314,53,1,0,1,7,11,4,204.34,86.02,16.93,3,1,0.183,77.5,0,0.128,0
946,45,0,0,2,4,5,5,151.45,32.98,5.3,2,1,0.066,10.1,0,0.028,0
318,32,1,0,3,3,2,7,130.36,69.07,5.64,5,2,0.259,6.6,0,0.163,0
284,18,1,0,1,4,9,4,620.69,118.96,32.66,1,1,0.191,29.6,0,0.062,0
411,40,1,0,3,2,5,2,78.78,44.48,7.36,3,2,0.074,27.7,0,0.152,0
159,19,1,0,2,3,3,3,1000.61,283.24,12.84,2,2,0.044,10.6,0,0.462,0
539,37,1,0,5,1,8,4,321.85,54.02,16.43,2,1,0.154,20.2,0,0.156,0
661,28,1,0,3,2,8,6,318.79,130.33,357.32,4,2,0.08,43.8,0,0.042,0
771,18,1,0,2,2,11,3,75.92,36.5,102.38,2,3,0.044,21.5,0,0.185,0
407,56,1,0,3,3,11,2,142.21,69.37,38.24,4,1,0.055,57.6,0,0.196,0
338,23,1,0,4,1,11,2,383.67,68.99,27.72,1,2,0.072,34.3,0,0.337,0
2626,34,1,0,4,5,6,3,331.61,138.97,42.88,1,3,0.098,37.8,0,0.213,0
545,36,0,0,2,6,6,3,43.76,6.67,45.65,4,1,0.252,92.2,0,0.128,0
1352,32,1,0,2,2,3,4,459.8,235.25,5.17,1,2,0.333,44.7,0,0.187,0
620,44,1,0,1,1,10,2,268.48,27.48,4.14,3,1,0.243,15.2,0,0.266,0
1035,29,1,0,2,1,6,7,87.53,49.46,17.39,1,1,0.591,91.6,0,0.335,0
363,43,1,1,2,3,2,6,149.6,74.67,24.55,2,1,0.199,39.6,0,0.122,0
162,42,1,0,1,1,9,4,191.16,69.93,33.05,3,1,0.143,33.5,0,0.492,0
12,21,1,0,1,1,9,5,787.71,603.58,24.05,3,1,0.145,51.5,0,0.407,0
288,41,1,0,4,2,7,2,154.12,73.08,12.46,1,1,0.099,35.5,0,0.349,0
31,25,1,0,2,1,12,5,295.78,79.38,80.26,1,1,0.056,78.8,0,0.276,0
821,24,1,0,2,2,10,5,175.43,59.43,12.16,2,1,0.26,64.8,1,0.296,0
219,41,1,0,2,3,6,4,312.86,53.2,31.86,4,1,0.237,9.2,0,0.114,0
652,33,1,0,3,1,5,2,160.41,76.19,35.95,3,2,0.205,27.9,0,0.39,0
198,42,1,0,2,1,7,4,529.36,239.5,20.42,2,1,0.157,16.9,0,0.18,0
568,43,1,0,2,5,15,7,166.7,62.63,10.26,1,2,0.15,46.7,0,0.327,0
898,21,1,0,2,1,8,5,182.34,82.4,22.76,2,1,0.002,46.2,0,0.467,0
644,47,1,0,3,4,5,5,517.59,191.38,56.54,4,1,0.029,31.7,0,0.379,0
134,41,1,0,1,2,10,4,774.77,423.98,57.64,5,2,0.073,52.0,0,0.609,0
585,31,1,0,2,1,5,4,184.85,18.53,33.38,3,1,0.445,27.4,0,0.344,0
391,36,1,0,2,1,9,2,75.69,24.33,8.51,3,1,0.306,32.3,0,0.292,0
149,47,1,0,2,1,2,4,461.17,104.41,19.19,1,1,0.083,38.6,0,0.245,0
166,34,1,1,3,1,12,6,101.79,49.98,4.0,3,2,0.112,72.2,0,0.209,0
105,63,1,1,4,1,10,2,283.5,37.66,10.08,1,1,0.111,31.4,0,0.255,0
525,56,1,0,2,4,8,4,955.97,362.17,43.61,2,1,0.198,87.0,0,0.392,0
703,39,1,0,2,2,7,4,180.54,75.68,24.32,2,1,0.198,50.7,0,0.502,0
407,35,1,0,2,2,3,5,293.5,169.69,36.22,1,1,0.219,20.6,0,0.284,0
1220,36,1,0,2,3,5,6,180.68,40.05,31.56,1,1,0.265,69.0,0,0.172,0
101,31,1,0,3,1,9,10,182.86,28.12,10.08,1,1,0.197,23.9,0,0.342,0
340,40,1,0,1,1,11,7,142.11,54.64,12.46,4,1,0.009,56.7,0,0.566,0
8,46,1,0,3,1,9,5,88.73,53.03,18.45,2,1,0.081,46.0,0,0.167,0
596,22,0,0,1,2,10,3,270.47,61.98,16.87,2,1,0.392,48.3,0,0.092,0
333,46,1,0,2,1,6,4,20.19,4.31,11.57,6,1,0.13,79.3,0,0.236,0
863,49,1,0,1,1,7,6,2532.04,2022.9,35.67,3,1,0.325,61.6,0,0.289,0
361,45,1,0,2,2,7,3,268.42,35.45,45.05,4,2,0.315,26.1,0,0.308,0
522,36,1,0,1,1,3,2,1750.98,805.54,11.19,4,1,0.007,50.0,0,0.262,0
710,44,1,0,2,1,7,4,108.19,54.71,78.49,3,1,0.198,36.1,0,0.075,0
203,54,1,0,4,1,7,5,308.62,148.91,12.05,1,1,0.082,16.4,0,0.34,0
389,37,1,0,2,4,8,3,1159.9,178.02,25.49,2,2,0.175,24.9,0,0.167,0
639,38,1,1,4,1,12,5,392.32,134.25,31.0,1,2,0.081,18.3,0,0.47,0
175,64,0,0,1,2,7,2,300.3,71.94,25.08,4,2,0.044,42.1,0,0.091,0
220,42,0,0,2,1,3,2,430.73,145.41,117.98,2,1,0.138,71.7,0,0.534,0
133,26,1,0,1,2,7,4,173.27,68.48,16.24,2,1,0.074,15.1,0,0.174,0
229,48,1,0,2,2,14,4,202.45,39.09,2.42,2,2,0.063,111.2,0,0.304,0
68,43,1,0,3,2,8,4,198.9,38.29,20.76,2,1,0.128,10.6,0,0.099,0
174,30,1,0,5,3,7,4,206.21,52.05,10.88,3,1,0.208,48.5,0,0.343,0
38,25,1,0,3,2,7,7,200.75,37.86,21.02,1,1,0.361,35.3,0,0.566,0
129,41,1,0,3,2,8,4,824.98,481.54,96.53,2,1,0.254,33.8,0,0.335,0
305,37,1,0,1,2,8,1,231.96,134.38,10.76,3,4,0.266,39.2,0,0.187,0
183,23,1,0,3,1,8,7,349.17,81.98,33.72,3,1,0.237,17.9,0,0.048,0
439,37,0,0,1,2,8,1,141.14,25.38,45.98,1,1,0.204,99.2,0,0.135,0
378,36,1,0,1,4,11,6,460.4,45.24,3.7,2,1,0.354,14.5,0,0.26,0
315,37,1,1,2,3,4,6,322.66,62.0,15.99,4,2,0.148,26.3,0,0.181,0
17,44,1,0,2,2,11,6,315.98,179.1,70.88,2,2,0.128,16.3,0,0.416,0
978,18,1,1,3,3,8,2,750.54,63.1,18.61,2,1,0.271,70.0,0,0.184,0
192,25,0,0,5,3,9,1,93.04,58.87,10.89,5,1,0.054,32.8,0,0.091,0
398,32,1,0,3,3,10,3,589.12,405.02,20.3,3,1,0.279,104.2,0,0.558,0
619,54,0,0,3,1,6,2,544.37,117.28,3.01,3,3,0.09,37.2,0,0.167,0
118,66,1,1,5,3,12,5,274.3,110.13,21.22,2,1,0.208,12.3,0,0.185,0
71,38,1,0,2,2,10,2,828.42,122.39,49.22,2,1,0.223,77.6,0,0.581,0
12,39,1,0,2,1,7,9,167.4,56.18,5.36,1,1,0.006,14.6,0,0.107,0
814,18,1,0,2,1,10,1,72.08,57.77,45.46,5,1,0.063,21.0,1,0.369,0
93,49,1,0,2,3,7,5,374.74,60.6,15.66,3,2,0.315,23.8,0,0.092,0
1689,43,1,0,1,2,13,7,624.01,346.46,27.51,3,1,0.118,9.3,0,0.227,0
151,41,1,0,2,2,13,5,113.44,55.75,16.08,1,1,0.108,21.5,1,0.219,0
554,23,1,0,3,2,12,9,797.14,435.31,16.54,3,1,0.086,62.3,0,0.341,0
17,62,1,0,2,2,8,6,264.97,185.67,26.8,1,1,0.197,84.7,0,0.118,0
516,56,1,0,1,1,4,5,76.14,59.01,49.03,1,1,0.056,31.3,0,0.319,0
80,42,1,0,2,2,9,5,917.42,87.81,38.29,3,1,0.035,36.5,0,0.293,0
24,50,1,0,5,4,12,3,350.1,238.61,23.74,2,2,0.181,22.8,0,0.082,0
42,39,1,0,2,2,8,6,55.56,8.32,6.26,2,1,0.075,46.7,0,0.483,0
497,48,1,0,2,2,5,3,120.68,53.29,22.35,3,1,0.267,121.4,0,0.239,0
46,22,1,0,2,3,10,5,289.55,164.48,39.48,1,2,0.15,40.8,0,0.321,0
163,18,1,0,3,2,15,3,234.16,156.23,50.98,2,1,0.384,33.7,0,0.152,0
625,23,1,0,1,2,3,1,108.07,35.33,16.37,1,2,0.12,59.2,1,0.134,0
231,28,1,0,2,2,10,5,78.45,59.53,12.92,4,1,0.17,133.0,0,0.065,0
13,30,1,0,4,3,10,7,122.33,37.41,23.4,3,1,0.122,21.2,0,0.171,0
88,43,1,0,4,1,12,4,178.19,41.12,176.17,1,1,0.096,147.0,0,0.413,0
118,35,1,0,2,1,7,3,688.71,277.28,17.15,2,1,0.282,24.3,0,0.047,0
263,38,1,0,1,2,6,6,152.4,68.54,8.46,3,2,0.11,72.3,0,0.104,0
1334,24,1,0,2,2,9,4,861.48,433.37,39.87,1,1,0.031,54.4,0,0.128,0
267,23,1,0,4,1,7,8,143.39,43.87,24.92,2,1,0.185,87.6,0,0.144,0
343,38,1,0,2,1,4,2,1363.05,753.13,14.44,1,2,0.111,94.1,0,0.054,0
249,31,1,0,2,1,12,5,417.06,28.39,6.1,1,1,0.052,36.9,0,0.243,0
70,38,1,0,2,1,6,2,49.29,7.99,4.75,3,1,0.106,24.1,0,0.287,0
238,45,1,0,2,2,8,6,205.3,138.75,19.34,4,1,0.11,57.4,0,0.203,0
2875,58,1,1,1,1,10,2,249.48,9.33,55.9,1,2,0.059,33.2,1,0.153,0
363,38,1,0,3,1,6,2,422.03,189.88,4.71,2,2,0.192,23.3,0,0.217,0
682,60,1,0,3,2,11,6,94.71,10.08,28.52,3,1,0.263,19.4,0,0.391,0
307,43,1,0,1,1,3,5,179.13,115.81,10.44,2,1,0.095,24.6,0,0.203,0
1519,46,1,0,2,2,9,5,69.2,35.08,7.63,3,1,0.051,36.5,0,0.081,0
78,51,1,0,1,3,15,5,1194.37,191.64,15.72,2,2,0.089,52.1,0,0.445,0
189,47,1,0,2,2,1,4,266.31,139.91,29.42,1,1,0.33,123.5,0,0.473,0
283,28,1,0,2,1,9,5,1650.25,712.76,24.31,2,2,0.179,23.2,0,0.375,0
111,51,1,0,2,2,9,3,38.45,26.52,4.8,3,1,0.188,39.2,0,0.076,0
198,34,1,0,2,2,4,2,411.73,174.91,16.41,1,3,0.135,46.3,0,0.042,0
709,42,1,0,1,1,4,0,349.72,68.19,23.77,2,1,0.242,111.7,0,0.276,0
600,40,1,0,1,1,15,5,110.02,10.18,21.97,2,1,0.169,47.3,0,0.16,0
272,52,1,0,3,1,11,7,1216.18,594.31,25.2,2,1,0.204,36.7,0,0.071,0
80,43,1,0,1,2,5,3,255.25,15.4,8.64,1,1,0.015,41.0,0,0.285,0
46,21,1,0,1,2,9,2,396.36,251.78,6.75,1,1,0.097,62.1,0,0.171,0
449,63,1,0,3,1,7,3,565.46,202.8,18.13,3,2,0.013,66.4,0,0.353,0
72,48,1,0,3,2,6,6,265.52,190.95,36.41,4,1,0.28,30.9,0,0.534,0
719,31,1,1,2,2,6,5,975.56,392.1,17.16,3,1,0.142,55.1,0,0.778,0
568,24,1,0,2,3,4,1,61.68,7.68,11.75,3,1,0.099,69.9,0,0.126,0
831,49,1,0,4,1,7,4,226.38,9.6,16.38,1,2,0.225,84.5,0,0.173,0
353,26,1,0,1,2,8,1,167.48,93.33,36.01,4,1,0.12,15.2,0,0.337,0
163,48,1,0,1,1,7,6,187.32,121.92,47.48,1,1,0.256,31.2,0,0.181,0
214,51,1,0,3,2,4,1,220.42,39.57,6.03,2,1,0.121,15.2,0,0.386,0
212,30,1,0,4,3,11,4,968.93,198.94,23.52,1,2,0.3,32.7,0,0.578,0
1198,29,1,0,2,1,7,3,58.07,14.15,31.86,2,1,0.161,3.9,0,0.362,0
308,32,1,0,2,1,6,6,211.54,97.27,50.63,3,1,0.032,16.0,0,0.09,0
32,26,1,0,3,1,8,6,190.87,128.8,44.14,1,2,0.27,17.5,0,0.056,0
253,41,1,1,1,1,8,3,687.52,396.28,38.72,3,1,0.075,76.4,0,0.31,0
53,42,0,0,5,2,5,5,750.54,415.05,132.58,5,1,0.375,76.8,0,0.233,0
6,47,1,0,1,2,12,5,83.01,12.08,29.45,1,2,0.066,25.1,0,0.296,0
399,28,1,1,2,4,7,1,401.72,138.07,28.68,3,1,0.137,40.3,0,0.421,0
176,48,1,0,2,3,5,3,370.98,200.25,4.36,2,1,0.076,32.7,0,0.455,0
72,26,1,0,5,1,7,2,132.3,80.43,22.86,1,3,0.193,44.0,0,0.37,0
1123,48,1,1,2,3,3,2,226.9,57.22,17.05,3,1,0.101,49.9,0,0.376,0
856,20,1,0,2,4,5,6,498.7,269.16,13.58,2,2,0.104,108.1,0,0.451,0
130,57,1,1,5,1,8,5,644.23,464.52,9.48,3,1,0.346,55.8,0,0.039,0
274,32,1,0,2,4,2,3,1079.17,463.23,71.57,1,1,0.388,34.2,0,0.143,0
522,45,1,0,3,1,10,6,98.6,55.75,30.97,3,1,0.083,70.8,0,0.482,0
85,46,1,0,4,1,15,7,75.73,19.0,78.23,2,1,0.026,60.8,0,0.45,0
110,23,1,0,2,1,7,6,591.8,280.33,19.39,2,2,0.022,96.8,0,0.281,0
512,48,1,0,2,3,7,3,736.57,330.66,6.92,2,1,0.11,35.3,0,0.339,0
1026,31,1,0,2,2,7,6,288.06,71.2,3.94,4,2,0.149,27.1,0,0.39,0
463,34,1,0,1,2,14,5,1636.06,515.1,11.2,1,2,0.076,52.2,0,0.345,0
2223,30,1,0,4,2,10,4,363.3,168.62,31.35,3,1,0.036,38.5,0,0.132,0
111,57,1,0,1,3,9,5,91.36,29.38,23.13,2,1,0.146,65.4,0,0.171,0
1122,24,1,0,2,2,6,4,290.09,83.74,25.58,2,1,0.258,103.1,0,0.04,0
